Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,eqg_yoy,eqg_effective,eqg_factor_effective,revenue_quarterly_growth,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,skip_reason
TLV:RADA,RADA ELECTRONIC,Technology,Israel,350369796134,0,0,0,0,0,0,20.942,20.942,187.68115,0,187.68115,21.95349,62.56038,156.419,0.107,0,0,0,0,0.07114,0.55146,0,0.207,3698,6.00E-05,1441.0237,49035000,9241000,0.18846,244,1808597248,1895969408,37872.95082,21.182,21.182,21.182,106.96,-0.75,1,1,720133.3333,180033.3333,2511.47553,10045.90214,6278.68884,0.46223,0.37008,0.41616,USD,1,0,0,0,0,-0.03402,3450,4760,4148.0693,-10.85009,7.18841,-22.31092,0.37863,0.37963,3.33547,3.8782,1.05444,0.23719,0.23863,0.28048,3.45844,4.2439,3.61684,0.65581,0.26956,3.86117,None
TLV:RANI,RANI ZIM SHOPPING,Real Estate,Israel,259035160645,0,0,0,0,0,0,29.284,29.284,18.66906,0,18.66906,14.31112,18.66906,60.807,0.69971,0,0,0,0,0.40983,0.19243,0,0.278,512,0.00054,159.54503,145160000,36835000,0.25375,40,1541573888,753380416,920875,1.009,1.009,1.009,6.095,-0.75,1,1,15934333.33,3877666.667,96.74543,397.55194,247.14868,1.77376,1.971,1.87238,USD,1,26.9033,26.9033,0,0,0.66677,260,558.6,475.69022,7.63307,96.92308,-8.34228,1.68788,23.12301,1.59862,1.52003,1.03131,0.32966,1.62102,1.99808,0.24355,0.2671,1.56932,0.69049,1.81955,0.26533,None
TLV:RATI-L,RATIO,Energy,Israel,41683671872701,86743466.67,-2462066.667,42399533.33,-3694666.667,-3078366.667,64571500,14.291,14.291,237.5,0,237.5,9.84649,237.5,17.779,0.04271,0.04271,1,-0.10478,0,0.03164,0.2166,0,0.006,143.2,4.00E-05,913.46155,1123840000,6947000,0.00618,10000000,2324305920,1601472000,0.6947,0.75483,0.75483,0.75483,4.82416,-0.75,1,1,11438266.67,17700333.33,203.20438,131.31425,167.25931,4.9608,5.10543,5.03311,USD,1,0,0,0,0,0.14642,78.1,147.4,130.26784,9.92736,83.35467,-2.84939,1.87879,43.98114,1.20551,1.19643,0,0,4.68745,3.25351,2.19246,0.9967,1.21097,0.01,3.98048,1.60458,None
TLV:RAVD,RAVAD LTD,Real Estate,Israel,1.00E+50,7113405.635,1047806.997,1769579.759,-1337409.067,-144801.035,4441492.697,22.738,22.738,-1270.32197,0,-1270.32197,8.50097,-1270.32197,116.039,-0.30885,0.12155,1,-0.69003,0,-0.10736,0.05737,0,-0.255,738.3,-0.00035,70.78895,26170800,-6683000,-0.25536,4,492006656,183943936,-1670750,-0.62654,-0.62654,-0.62654,0.42346,-0.75,1,1,-1559325.19,-1396552.721,31442401545,43763363943,37602882744,1.31596,1.345,1.33048,ILS,0.30581,30,40,40,40,738.3,500,803,682.6238,8.15621,47.66,-8.05729,1.57294,15.14497,1.76485,1.74563,2.64343,2.30777,7.23842,6.99885,1.19469,1.41738,1.76524,2.4856,7.12864,1.31604,None
TLV:REKA,REKAH PHARMA IND,Healthcare,Israel,725926219,0,0,0,0,0,0,1.457,1.457,25.2537,0,25.2537,1.0272,25.2537,10.998,0.04067,0,0,0,0,0.03324,0.57775,0,0.946,2365,0.0004,164.74725,11414600,10797000,0.94589,10000000,386754880,272694784,1.0797,-0.9,-0.9,-0.9,0.15,-0.75,1,1,18952066.67,2584466.667,20.407,149.64592,85.02646,1.3838,1.53384,1.45882,USD,1,30,60,0,0,2365,1834,2908,2496.5735,-5.27016,28.95311,-18.67263,0.98883,0.98983,1.7413,1.65238,0.72487,0.63652,0.43073,0.39025,2.17328,2.08616,1.70684,0.69069,0.42049,2.13972,None
TLV:RIMO,RIMONI INDUSTRIES,Basic Materials,Israel,437661948.4,53231021.52,11790871.52,13699227.86,2987070.531,7388971.026,33465124.69,3.344,3.344,14.13352,0,14.13352,3.37363,14.13352,10.827,0.2387,0.55565,2.5,0.54859,2.5,0.51835,0.05612,0,4.928,6886,0.00072,384.29706,8404000,41416000,4.92813,362,580148736,585338624,114408.8398,0.436,0.04153,0.33738,2.73691,-0.75,1,1,14039594.39,3948129.424,41.32233,146.94268,94.13251,0.4096,0.417,0.4133,ILS,0.30581,111,108,232,300,6886,3350,7199,6236.091,10.42174,105.55224,-4.34783,1.83736,38.47389,3.51653,3.51216,0.1017,0.1612,0.1107,0.09814,1.42605,1.45616,3.52434,0.14145,0.11442,1.4511,None
TLV:RIT1,REIT 1 LTD,Real Estate,Israel,964239116265,94959611.52,77225832.33,23687390.21,12385651.58,44805741.96,59323500.86,18.014,18.014,21.65095,0,21.65095,10.50267,21.65095,125.65115,0.48529,2.04124,2.5,1.28244,2.5,1.61216,0.46592,0,0.848,1817,0.00047,122.67807,178776992,151664000,0.84834,10000000,5629893120,3282345728,15.1664,-0.818,-0.22299,-0.66925,0.38075,-0.75,1,1,53939705.62,14892478.09,104.37382,378.03602,241.20492,1.04204,1.02716,1.0346,ILS,0.30581,18,18,18,18,1817,1166,1836,1589.1538,14.33758,55.8319,-1.03486,1.94328,53.85389,1.96507,1.98117,0.57365,0.03658,20.674,5.06357,0.76729,0.88457,1.98312,0.31512,12.87879,0.83593,None
TLV:RLCO,RALCO AGENCIES,Consumer Cyclical,Israel,38881.3113,68929798.26,6240379.247,20233796.33,2525256.656,4382817.952,44581797.29,0.539,0.539,6.22452,0,6.22452,0.66119,6.22452,3.025,0.10654,1.38065,15.46875,0.30397,2.5,0.90101,0.12487,0,6.28,3875,0.00162,193.12288,4082590,25714000,6.29845,47,129976864,159584928,547106.383,0.912,0.17399,0.7275,4.68748,-0.75,1,1,12598719.61,6171857.42,10.31667,21.0596,15.68814,0.82412,0.73795,0.78104,ILS,0.30581,538.874,221.099,293.937,220.094,3875,1808,4299,3268.4895,18.55629,114.32522,-9.86276,1.65957,20.89202,2.30013,2.3973,32.039,0.04719,12.08312,8.68366,2.1664,2.23977,2.35871,16.0531,10.39339,2.21308,None
TLV:RMLI,RAMI LEVI CHAIN,Consumer Defensive,Israel,2289913.607,1863788586,45117209.44,500243671.8,16112904.64,30615057.04,1182016129,0.613,0.613,16.91282,21.5369,18.06884,0.45381,18.06884,10.612,0.02683,0.1353,5.625,0.38623,12.03125,0.2732,0.27514,9.89,12.594,21240,0.00059,544.1864,13775600,173494000,12.5943,7354,3961826048,2934202880,23591.78678,1.157,0.1138,0.8962,5.531,-0.75,1,1,141012477.2,42497294.4,28.09557,93.22537,60.66047,5.16982,5.93846,5.55414,ILS,0.30581,362.961,290.369,203.258,181.48,21240,18840,24020,21680.77,-2.033,12.73885,-11.57369,0.92664,0.92764,1.23663,1.18739,0.10125,0.03254,1.47147,1.73752,0.99423,0.99185,1.22201,0.07689,1.61449,1.00304,None
TLV:RMN,RAM-ON INVESTMENTS,Basic Materials,Israel,12507670.48,927582.892,18418875.14,233231.0933,12109709.03,15264292.08,580406.9927,37.311,37.311,2.30121,0,2.30121,77.54333,2.30121,824.095,33.6565,111.27418,5.625,129.946,2.5,110.86555,0.22525,0,6.175,1398,0.00442,109.95898,16632800,102585000,6.16763,308,113725080,236352096,333068.1818,3.349,0.42144,2.61711,14.13554,-0.75,1,1,6005761.815,1802321.816,18.936,63.09921,41.0176,0.35267,0.25463,0.30365,ILS,0.30581,361.163,30.0968,84.271,30.0968,1398,553,1854,1528.9231,-8.56309,152.80289,-24.59547,1.299,4.80459,4.61353,5.19264,0,0,18.30415,4.69302,1.70023,1.82371,4.91308,0.01,11.50859,1.77197,None
TLV:ROBO,ROBOGROUP T.E.K,Technology,Israel,9.34E+22,15558666.67,-440866.6667,4414400,175000,-132933.3333,9986533.333,13.051,13.051,187.66668,0,187.66668,12.14936,62.55556,160.147,0.07177,-0.06238,0,0.09016,2.5,0.07312,0.11159,0,0.03,538.4,6.00E-05,1822.0066,40621600,1351000,0.03326,75,245664912,228699616,18013.33333,-0.136,0.53059,0.03065,1.20323,-0.75,1,1,-421200,783400,198512413831,313.58809,99256207072,1.64285,1.3579,1.50037,USD,1,0,0,0,0,538.4,1.281,567.9,4.016,13306.3745,41929.66432,-5.19458,1.89587,46.43616,1.78209,1.88256,0.14383,0.01377,0.29852,0.41592,2.08289,2.1705,1.84233,0.0888,0.36722,2.13669,None
TLV:ROTS,ROTSHTEIN REALEST,Real Estate,Israel,1.18E+16,0,0,0,0,0,0,3.355,3.355,9.6291,0,9.6291,1.488,9.6291,29.787,0.16126,0,0,0,0,0.10215,0.01,0,3.532,3251,0.00109,260.91293,13451700,49580000,3.68578,25,1031547840,457492320,1983200,-0.765,-0.765,-0.765,0.285,-0.75,1,1,-52381266.67,-35447866.67,7754241.847,24898164.64,16326203.25,4.93436,4.71561,4.82499,USD,1,59.473,59.8437,0,0,3251,1566,3472,2848.4336,14.1329,107.59898,-6.36521,1.7681,30.55217,1.25452,1.2633,1.17974,0.92178,50.5478,11.74694,1.09777,1.12277,1.26891,1.06076,31.15737,1.12027,None
TLV:RPAC,RAPAC COMM & INFRA,Energy,Israel,21927590192,223723623.5,3059241.691,71371120.27,-187889.664,1435676.013,147547371.9,2.195,2.195,55.73451,0,55.73451,0.52449,55.73451,20.28,0.00941,0.16381,5.625,-0.00248,0,0.10594,0.28096,0,0.565,3079,0.00018,183.6473,15332200,8659000,0.56476,569,2020250112,482810976,15217.92619,0.13118,0.13118,0.13118,1.70592,-0.75,1,1,18426214.58,5068841.525,109.64,398.56249,254.10124,6.91942,7.0176,6.96851,ILS,0.30581,14.4782,31,350,7,3079,1800,3218,2810.818,9.54107,71.05556,-4.31945,1.80395,34.46243,1.20807,1.19519,2.73857,2.47169,3.42306,3.28887,1.55499,1.5778,1.21163,2.61513,3.36597,1.57639,None
TLV:RSEL,R.S.L.ELECTRONICS,Industrials,Israel,184548322500,6569288.096,415860.8253,2050792.441,201651.114,308755.9697,4310040.269,3.193,3.193,64.29447,0,64.29447,0.95849,64.29447,214.18794,-0.08923,0.05697,1,-0.03152,0,0.0208,0.08888,0,-0.183,644.2,-0.00028,308.57693,10122700,-1848000,-0.18256,37,66131804,19851300,-49945.94595,1.508,-0.33943,1.04614,6.28071,-0.75,1,1,202935.516,164250.551,325.87595,402.62759,364.25177,0.39772,0.35388,0.3758,ILS,0.30581,39.51,74.57,220.871,24.3104,644.2,145,699,603.05176,6.82333,344.27586,-7.83977,1.80217,34.25854,3.65428,3.82923,1.32447,3.46773,3.16825,2.02581,4.40612,4.57549,3.75176,2.4061,2.60703,4.50081,None
TLV:RTEN-L,ROTEM ENERGY MINER,Utilities,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,482324194.1,0,-21.143,0,0,0,0,0,0.01,0.07811,0,-0.004,65,-6.00E-05,375.8621,26810700,-130000,-0.00485,10000000,26703348,17314650,-0.013,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-1051285.714,-272100,16582656.98,948065731.3,482324194.1,0.29135,0.21559,0.25347,USD,1,0,0,0,0,65,36.2,102,65.51399,-0.78454,79.55801,-36.27451,0.87538,0.87638,6.39636,5.80299,0,0,1.37392,1.21028,3.63705,3.26746,6.10968,0.01,1.3021,3.46226,None
TLV:RTPT-L,RATIO PETROLEUM,Energy,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,58.17638,0,-23.289,0,0,0,0,0,0.01,0.01,0,-0.02,62.9,-0.00032,261.44067,224824000,-3385000,-0.01506,10000000,91269656,138716416,-0.3385,-0.9,-0.9,-0.9,0.15,-0.75,1,1,1136600,2531600,80.30059,36.05216,58.17638,0.05828,0.08103,0.06965,USD,1,0,0,0,0,62.9,55.3,342,120.08672,-47.62118,13.74322,-81.60819,0.05302,0.05402,44.17235,21.12247,0,0,0,0,35.56533,15.12232,32.65741,0.01,0.01,25.35382,None
TLV:RTSN,ROTEM SHANI ENTREP,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.1883,0,0,1654,0,10000,13833300,0,0,10000000,237932768,237932768,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,1654,1051,1770,1337.8682,23.62952,57.37393,-6.55367,1.67733,22.2695,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:RVL,RAVAL ICS LTD,Consumer Cyclical,Israel,39277393002,293243699.8,17234684.42,78635630.81,7471612.567,12353148.5,185939665.3,3.995,3.995,56.80851,0,56.80851,3.80153,56.80851,24.041,0.072,0.32039,5.625,0.22466,2.5,0.26756,0.32076,0,0.188,1056,0.00018,839.6227,85337904,17261000,0.20227,1088,957707456,911408768,15864.88971,0.261,0.34962,0.28315,2.46577,-0.75,1,1,47996661.57,16888831.39,19.95363,56.70656,38.33009,1.72007,1.59214,1.6561,EUR,1.21951,83.64,10.278,10.7919,26.2089,1056,493.6,1093,898.24615,17.56243,113.93841,-3.38518,1.87654,43.6668,1.58837,1.62883,0.11504,0.15878,8.2021,5.05325,1.24025,1.29298,1.6186,0.14691,6.63768,1.27661,None
TLV:RZR,RAZOR LABS LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,19.735,19.735,0,0,0,1307.56888,0,-375.165,-0.00031,0,0,0,0,0.00996,0.14631,0,0,1025,0,6915.5845,100000000,-7000,-7.00E-05,60,440068992,440068992,-116.66667,-0.9,-0.9,-0.9,0.15,-0.75,1,1,1868428.571,184933.3333,235.52894,2379.60882,1307.56888,3.91218,3.62712,3.76965,USD,1,0,0,0,0,1025,980,1759,1368.375,-25.09363,4.59184,-41.72825,0.11553,0.11653,1.25653,1.28637,1.59895,1.59895,2.34192,2.14502,1.084,1.15015,1.28145,1.60895,2.25347,1.12707,None
TLV:SAE,SHUFERSAL LTD,Consumer Defensive,Israel,690481728.3,4339443900,101467758,1179305297,32578958.67,67023358.33,2759374598,0.801,0.801,17.14815,22.95868,18.60078,0.4837,18.60078,10.996,0.0254,0.13059,5.625,0.06899,2.5,0.10796,0.55314,1.21,1.62,2759,0.00059,295.87814,265234000,387000000,1.45909,14515,12194934784,7368200704,26662.07372,0.017,0.10228,0.03832,1.2416,-0.75,1,1,409928111.3,132476892,29.74896,92.0533,60.90113,4.56203,5.10552,4.83377,ILS,0.30581,52.7835,33.5913,67.1827,67.7373,2759,2105,2845,2617.5105,5.4055,31.06888,-3.02285,1.76757,30.49693,1.22903,1.19649,0.11137,0.09574,2.21084,2.25422,0.81539,0.85686,1.22276,0.11356,2.24253,0.84613,None
TLV:SALG,SHALAG INDUSTRIES,Consumer Cyclical,Israel,15486.42511,169482939.7,13856699.62,50531636.65,5187516.192,9522107.907,110007288.2,0.883,0.883,7.53505,0,7.53505,0.72293,7.53505,4.808,0.09593,0.19626,2.5,0.25633,2.5,0.22625,0.27286,0,1.712,1292,0.00133,131.09756,36755000,62919000,1.71185,138,579231296,474139488,455934.7826,2.534,0.25111,1.96328,10.86639,-0.75,1,1,24838520.21,9723534.76,23.31988,59.57003,41.44496,0.99222,1.07146,1.03184,ILS,0.30581,76.5,61,61,68.5,1292,1089,1717,1272.5454,1.52879,18.64096,-24.75248,0.6465,0.6475,2.16397,1.96209,0.00273,0.00068,0.06376,0.05178,2.34116,2.17532,2.07303,0.01171,0.06777,2.26824,None
TLV:SANO1,SANO-BRUNO'S ENTER,Consumer Defensive,Israel,11595533.1,514126202.2,57516092.41,136619944.7,17573392.04,37544742.22,325373073.4,1.708,1.708,16.36714,0,16.36714,1.9583,16.36714,9.538,0.11966,1.72,15.46875,0.56375,4.375,1.17102,0.00012,0,19.197,31410,0.00061,255.11115,11240100,215796992,19.19885,1150,3080959232,3531639296,187649.5583,0.512,0.09231,0.40708,3.08539,-0.75,1,1,69546107.35,28607404.2,44.30096,107.69797,75.99946,0.29301,0.30281,0.29791,ILS,0.30581,700,350,350,350,31410,22100,32700,28210.35,11.34211,42.1267,-3.94495,1.7566,29.3794,4.43754,4.32415,0.55742,0.4592,0.37071,0.36685,3.34471,3.35319,4.39085,0.51831,0.37878,3.35895,None
TLV:SAVR,SAVERONE 2014 LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,470.347,470.347,0,0,0,678.19415,0,-8.579,0,0,0,0,0,0.01,0.05049,0,-2.443,2688,-0.00091,586.9233,7984710,-13566000,-1.699,33,148629760,214309344,-411090.9091,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-10486333.33,-3330200,2908080.084,89499860.13,46203970.11,-0.3672,0.13367,14.48285,USD,1,0,0,0,0,2688,1350,3280,2734.3008,-1.69333,99.11111,-18.04878,1.38653,7.10514,4.98071,8.50257,0.19646,0.12941,0.18425,0.17729,6.68772,11.85366,6.75164,0.17293,0.19077,9.28069,None
TLV:SCC,SPACE-COMMUNICATIO,Communication Services,Israel,1.00E+50,84420933.33,-20053133.33,21945666.67,-7386400,-13719766.67,53183300,4.912,4.912,-11.17448,0,-11.17448,1.74594,-11.17448,10.261,-0.40224,-0.22983,0,-0.33671,0,-0.275,0.00761,0,-1.464,585.2,-0.0025,169.3312,24124500,-35321000,-1.46411,56,431328480,153311200,-630732.1429,-0.49072,-0.49072,-0.49072,0.55928,-0.75,1,1,55799266.67,13272666.67,7.73,32.4975,20.11375,4.88135,5.19875,5.04005,USD,1,0,0,0,0,585.2,305,664,488.3126,19.84127,91.86885,-11.86747,1.561,14.46845,1.20799,1.19291,37.45624,9.36406,1.77921,0.15968,3.05692,2.98485,1.21045,23.42015,0.97944,3.03088,None
TLV:SCOP,SCOPE METALS GROUP,Industrials,Israel,1956570762,345688582.2,23041866.07,85593303.61,5528290.469,14285078.27,215640942.9,1.627,1.627,18.21405,0,18.21405,1.12457,18.21405,13.137,0.05849,0.16596,2.5,0.16046,2.5,0.15903,0.28659,0,5.924,10830,0.00055,302.91122,11494600,64511000,5.61229,524,1794737024,1240267392,123112.5954,0.165,-0.08847,0.10163,1.55817,-0.75,1,1,30944179.96,10669710.9,57.99918,168.20859,113.10388,2.80278,2.87668,2.83973,ILS,0.30581,600,400,400,400,10830,4808,11370,7895.762,37.16219,125.24958,-4.74934,1.83542,38.23025,1.36374,1.35121,1.9834,1.69033,0.08244,0.05031,2.652,2.56524,1.36748,1.84687,0.07638,2.61862,None
TLV:SEMG,SEACH MEDICAL,Industrials,Israel,2.50E+17,0,0,0,0,0,0,4.749,4.749,19.08824,0,19.08824,6.687,19.08824,15.296,0.31004,0,0,0,0,0.18717,0.04941,0,0.034,65.1,0.00052,242.16418,336121984,10114000,0.03009,10000000,154917472,218143184,1.0114,-0.9,-0.9,-0.9,0.15,-0.75,1,1,1707933.333,-309466.6667,90.70464,125521989455,62760994773,0.46407,0.24593,0.355,USD,1,0,0,0,0,65.1,59,93.5,68.62937,-5.14265,10.33898,-30.37433,0.35362,0.35462,3.178,5.28858,1.78002,0.5532,0,0,2.92212,5.55376,4.24329,1.17661,0.01,4.24794,None
TLV:SFET,SAFE-T GROUP LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,20.533,20.533,0,0,0,23.30806,0,-12.5,-1.60561,0,0,0,0,-0.21937,0.00064,0,-0.021,10.3,-0.00204,495.45453,1044800000,-7845000,-0.00751,62,100326288,113883200,-126532.2581,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-6843000,-1710750,3216333.526,202723620,102969976.8,1.82306,0.53628,1.17967,USD,1,1.7157,1.7246,2.87,0,10.3,8,21.9,12.05175,-14.53522,28.75,-52.96804,0.33094,0.33194,2.59038,3.71417,0.05288,0.00568,0.08435,0.10271,1.99231,2.79864,3.16227,0.03928,0.10353,2.40547,None
TLV:SHAN,SHANIV PAPER IND,Basic Materials,Israel,2311495.27,0,0,0,0,0,0,0.89,0.89,9.77642,0,9.77642,0.7,9.77642,6.136,0.06986,0,0,0,0,0.04992,0.12788,0,0.653,619.9,0.00105,146.38844,63057000,40173000,0.63709,483,512055392,402555904,83173.91304,0.247,0.247,0.247,2.285,-0.75,1,1,69849800,30728333.33,7.33081,16.66395,11.99738,1.33513,1.37706,1.3561,USD,1,3.9646,3.249,3.249,3.249,0.10624,499,683.2,622.6853,-0.4473,24.22846,-9.26522,1.3127,5.11682,1.754,1.72996,1.02295,0.44014,0.29753,0.18651,1.16634,1.24299,1.75198,0.74155,0.25202,1.21466,None
TLV:SHGR,SHAGRIR GROUP VEHI,Industrials,Israel,652995368.1,0,0,0,0,0,0,0.961,0.961,21.58511,0,21.58511,1.09599,21.58511,8.371,0.04303,0,0,0,0,0.03459,0.59623,0,0.94,2023,0.00046,182.0384,9751920,5699000,0.5844,385,173411280,197866048,14802.5974,-0.9,-0.9,-0.9,0.15,-0.75,1,1,23243933.33,7503066.667,7.4605,23.11205,15.28628,1.32414,1.26424,1.29419,USD,1,25.64,11.3,18.2,41,0.67301,940,2480,1740.4056,16.23727,115.21277,-18.42742,1.40649,7.74152,1.77908,1.82021,0.02758,0.03637,0.04957,0.0695,0.90233,0.96491,1.80965,0.04197,0.06953,0.94362,None
TLV:SHNP,E SCHNAPP CO WORKS,Consumer Cyclical,Israel,3537078.18,0,0,0,0,0,0,1.057,1.057,9.4728,0,9.4728,0.51621,9.4728,8.104,0.05449,0,0,0,0,0.04114,0.48219,0,1.783,1665,0.00107,113.03707,12694900,22635000,1.783,348,439127968,214416864,65043.10345,1.679,1.679,1.679,9.445,-0.75,1,1,73250200,18631400,5.9949,23.56924,14.78207,1.31853,1.0986,1.20856,USD,1,78.7718,78.7718,15.7543,23.6315,0.77064,801.4,1730,1360.5084,22.38072,107.76142,-3.75723,1.86,41.40795,2.31548,2.50461,0.22469,0.26595,0.93663,1.12238,2.13655,2.27658,2.42005,0.25532,1.0395,2.21657,None
TLV:SHOM,SHOHAM BUSINESS,Industrials,Israel,394435955010263,13681205.46,4569392.633,3458384.903,1185706.919,2877549.776,8569795.179,11.489,11.489,20.52273,0,20.52273,6.58311,20.52273,15.833,0.33711,0.82647,2.5,0.85804,2.5,0.7846,0.01,0,0.44,855.8,0.00051,337.44394,34638600,16006000,0.46209,11,545509248,312566240,1455090.909,-0.257,0.09653,-0.16862,0.88138,-0.75,1,1,-14864669.77,1480140.787,49829436.54,368.55227,24914902.55,3.42813,3.07289,3.25051,ILS,0.30581,29.2739,9.992,6.6526,2103.4111,0.25483,582.2,1140,926.2189,-7.60284,46.99416,-24.92982,0.981,0.982,1.30327,1.32735,0.0029,0.04479,235.38399,300.41081,1.3725,1.32137,1.32531,0.03385,267.9074,1.35693,None
TLV:SHVA,AUTOMATIC BANK,Technology,Israel,35254932.75,0,0,0,0,0,0,6.029,6.029,24.52941,0,24.52941,7.83071,8.17647,13.728,0.3183,0,0,0,0,0.19189,0.30652,0,0.68,1677,0.00041,357.17343,40000000,27120000,0.678,95,513651008,667200000,285473.6842,0.644,0.644,0.644,4.27,-0.75,1,1,33234266.67,11880533.33,15.45546,43.23468,29.34507,0.16298,0.17048,0.16673,USD,1,29.25,0,0,0,0.88101,759,1994,1610.1189,4.1538,120.94862,-15.89769,1.48664,10.79529,7.81299,6.86725,0.05592,0.06155,1.23631,1.32326,9.62627,9.5571,7.35012,0.06874,1.28978,9.60169,None
TLV:SKBN,SHIKUN & BINUI LTD,Real Estate,Israel,419009870813,1992385157,73296561.19,513112013.9,15946992.52,44621776.85,1252748585,2.584,2.584,69.1875,38.84211,61.60115,1.44548,61.60115,21.357,0.02123,0.0926,2.5,0.02925,1,0.0743,0.24265,0.57,0.32,2195,0.00015,330.4971,429792992,139771008,0.32521,8765,17009604608,9515617280,15946.49264,-0.23137,-0.23137,-0.23137,0.81863,-0.75,1,1,55801966.19,89924123.67,304.82088,189.15508,246.98798,5.0653,4.80125,4.93327,ILS,0.30581,14.78973,4.40514,18.35462,15.97836,0.73741,1090.8488,2306,1910.3649,14.89951,101.21945,-4.81353,1.81731,36.02213,1.22655,1.24246,0.25326,0.15637,14.75658,15.97152,1.29746,1.23021,1.24451,0.21481,15.37405,1.27384,None
TLV:SKLN,SKYLINE INVEST.INC,Real Estate,Canada,1.00E+50,142862516.2,-8430230.773,22150072.13,-1257085.547,-4843658.16,82506294.14,6.855,6.855,-63.33479,0,-63.33479,3.45425,-63.33479,146.828,-0.14056,-0.07588,0,-0.11257,0,-0.0856,0.1167,0,-0.759,1774,-0.00043,134.48833,16745200,-12483000,-0.74547,10000000,608748992,306772064,-1.2483,-0.43405,-0.43405,-0.43405,0.61595,-0.75,1,1,8061744.267,331130.9667,75.51083,1838.39343,956.95213,1.67415,1.70324,1.68869,CAD,0.82645,22.4993,0,0,0,0.06047,940,1940,1521.7412,16.57698,88.7234,-8.5567,1.668,21.53656,1.67507,1.66312,0.20807,0.11522,3.26783,3.97229,1.24039,0.86294,1.67909,0.17164,3.63006,1.06167,None
TLV:SLARL,SELLA CAPITAL REAL,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,15.291,15.291,10.90362,0,10.90362,7.82143,10.90362,0,0.67761,0,0,0,0,0.39721,0.23018,0,0.83,885,0.00094,107.54605,205344992,161000000,0.78405,1,3633035264,1858372224,161000000,0.091,0.091,0.091,1.505,-0.75,1,1,140156800,33738266.67,25.92122,107.68293,66.80207,1.18327,1.21971,1.20149,USD,1,12,12,12,12,0.29768,505.1,905,736.92725,20.09327,75.21283,-2.20994,1.89997,47.04217,1.84524,1.82189,0.00826,0.00383,0,0,0.5045,0.57166,1.84356,0.01604,0.01,0.54808,None
TLV:SLGN,SOLEGREEN LTD,Technology,Israel,1.00E+50,8157665.236,-1953595.829,2568090.443,-1081731.519,-1517663.674,5362877.84,19.286,19.286,-621.28982,0,-621.28982,27.52135,-207.09661,49.06,-0.31841,-0.09156,0,-0.47483,0,-0.20113,0.19672,0,-0.89,3363,-0.00026,218.40793,27962900,-10909000,-0.39012,23,660740736,942908992,-474304.3478,-0.55023,-0.55023,-0.55023,0.49977,-0.75,1,1,3046173.41,1227215.53,216.90844,538.40643,377.65744,1.3304,1.27008,1.30024,ILS,0.30581,99.06287,0,0,0,1.02553,1392.8239,4233,3420.014,-1.66707,141.45192,-20.5528,1.38736,7.13081,1.94884,1.91538,0.09742,0.07366,2.59825,0.95862,3.76872,4.58212,1.94211,0.09554,1.78843,4.18542,None
